sep=<tab>
4176	כביש עוקף דליה ת ד  3710 , דאלית אל-כרמל	והבי רוני - מוסך פחחות וצבע	053-2765031
4177	ת.ד.4223 א.תעשיה , נצרת	אבו שהאב עזמי מוסך הנאמנים 2000	04-6550483
4178	ת.ד.694 )רינה( רח' המחצבה , נצרת	בסול גאנם מחמוד - מכונאות	04-6464032
4179	ת.ד. 1152 א.תעשיה , ירכא	מולא אג'ואד  מוסך הבוחנים	04-9968562
4180	א.תעשיה ת.ד.3331 , כפר יאסיף	מטאנס שיבלי - מוסך טארק	04-9562105
4181	החרושת 60 א.תעשיה , קריית ביאליק	דרייב אין הצפון (05) בע מ	04-8777107
4182	ת.ד. 151 א.תעשיה , רמת ישי	עדנאן ותאמר בע מ - מוסך	04-9833234
4183	רח חורי 7 , חיפה	חניפס האני מוסך 10 לפחחות רכב	04-8626275
4184	קניונוע דלק אלונית כרכור , פרדס חנה-כרכור	גנאים חוסני צמיגי ריאן כרכור	04-6377287
4185	ד.נ.גליל עליון , מחניים	מוסך מחניים בע מ קיבוץ מחניים	04-6933767
4186	ת.ד. 9126  יוסף לוי 27 , קריית ביאליק	מרוץ  ש.א הקריות בע מ	04-8402213
4187	ת.ד. 3597 א.תעשיה ישן , חדרה	גולן שמעון מוסך אופנועים	04-6225859
4188	ת.ד.73 בסמ ה מועאויה , אום אל-פחם	אגבריה מוסטפא - חשמל ומיזוג אויר	04-6310774
4189	ת.ד.2282 א.תעשיה , כפר יאסיף	מוסך חאג' אמיל בע מ	04-9567365
4190	חלוצי התעשיה 118 , חיפה	טייר סנטר רשת צמיגים בע מ	04-8415317
4191	ת.ד.479 כביש ראשיאבו סנאן , אבו סנאן	מגדוב עפיף צמיגי מוחמד אבו סנאן	04-9965238
4192	חלוציי תעשיה 79 תד' 10849 , חיפה	יאניאק עתר- אבי מכשירנים	04-8411220
4193	האיטלקים 3 , חיפה	ד.שוקרון כיווני פרונט 2014 בע מ	04-8535871
4194	ת.ד.471 קרן היסוד 25 , קריית אתא	גד אל - ציוד תברואה בע מ	04-8414884
4195	תד' 25066 שד'ההסתדרות 40 , חיפה	יו.אמ.איי.מרכז שרות חיפה בע מ	04-8817601
4196	בקה - במשולש , באקה אל-גרביה	מסרי חאלד איברהים - פרונט בקה	04-6381458
4197	ת.ד.2964 הגדוד 22 , עכו	חתחות סלוא  מוסך השלושה	04-9915626
4198	ת.ד.   181 , מוקייבלה	יזרע טורס בע מ	04-6400075
4199	כפר ראמה , ראמה	שיבאן עיסא חנא	04-9881755
4200	א.תעשיה ת.ד. 326 , כפר יאסיף	דאוד מונדר נכסים	052-5088895
4201	ת.ד.3822 א.תעשיה , סח'נין	חאלילה מוחמד - מוסך סחנין	04-6741753
4202	החרמש 7 ת.ד.1027 , כרמיאל	ס.מ.א.ח.לרכב 2001 בע מ	04-9586418
4203	אזור תעשיה תד' 3515 , מגדל העמק	בן חיים אור  שרותי רכב	04-6588850
4204	מנשיה זבדה ד.נ.עמקים , מנשית זבדה	עמאד את עודאי עבד אלחילים	052-3408844
4205	חרוד 4 א.תעשיה , עפולה	מוסך ח.א.עפולה בע מ	04-6093000
4206	הבונים החופשיים 6  ת ד 25588 , חיפה	מ.מ.ס.י.שרותי דרך וגרירה בע מ	04-6101200
4207	שכונת הבריכה א.תעשיה , סח'נין	שלאעטה סלאח   מוסך אבו גזאלה	04-536031
4208	ת.ד.6319 דרך המחצבה , נצרת	חטאב מוחמד - חשמלאות רכב	04-6010547
4209	המוסכים 27 , חיפה	עאמר מחמוד מוסך צק פוסט	04-8490939
4210	ת.ד.1119 רמז 4 , עפולה	דרוקר ישראל מכוני הספידומטר ינקו	04-6400963
4211	ת.ד.6253 , כרמיאל	דמתי - זגגות רכב בע מ	04-9989372
4212	רח הגדוד 22 , עכו	עזאם עזיז - מוסך	04-9913133
4213	רח השיש 49 , חיפה	מוראד היתם פנצרית לונה 2010	04-8424876
4214	ת.ד.147 יבנה 1 , נשר	בוזגלו מימון - מכונאות רכב	04-8219546
4215	ת.דלק דור ת ד 7753 , אום אל-פחם	מחמד גבארין - חשמל רכב פנדי	04-6352690
4216	א.ת.חוסן , חוסן	דאהוד מוחמד מוסך  מ.ד. הצפון	04-9873156
4217	ת.ד.1017 א.תעשיה , באקה אל-גרביה	פטימה מוחמד - אחים צאדק צמיגים	04-6280342
4218	רח צהל תחנת דלק פז , חדרה	קתחודה זקי - תיקון צמיגים	04-6225945
4219	המלאכה 5 , טירת כרמל	חאזם ואאל אוטו  טופ 2006	04-8584451
4220	א.תעשייה ת ד 1083 , ירכא	חמודי חמוד מוסך לפחחות וצבע בע מ	04-9561335
4221	החרמש 22 מפרץ ת.ד 10199 , חיפה	מוסכי צ.מ.ח בע מ	04-8722734
4222	א.תעשיה ת.ד.1116 ראש פינה , חצור הגלילית	לרט ערן - אופנועים	04-6935566
4223	רח המוסכים 51 , חיפה	גירומטיק - מכון לגירים אוטו בע מ	04-8416363
4224	השיש 21 מפרץ , חיפה	ביטון אריה מוסך א.ב חיפה	04-8769939
4225	ת.ד.12 יפיע , יפיע	וחיד כסאברי טכנו פרונט יפיעאליאס	04-6562094
4226	א.תעשיה חדש , כפר כנא	א.ד.מוסך דיזל 2002 בע מ	04-6418470
4227	אל המעין - שפרעם , שפרעם	סייף סייף סוהיל	04-9869016
4228	קהילת ציון 6/7 , עפולה	משארקה מוחמד בע מ	04-6597003
4229	א.ת.אלון תבור ת.ד.  1137 , עפולה	נגררי מתכת התבור בע מ	04-9535051
4230	ת.ד.9579 החרושת 53 , קריית ביאליק	מוסך א.א.גל שירות וסחר בע מ	04-8741321
4231	רח היצירה 13 , עפולה	בני משה ביטון - ד.א.י.ש.בע מ	04-6597474
4232	בהרב יקותיאל 47 תד' 10899 , חיפה	מוסך קורטאם לדיזלים	04-8411140
4233	איכסאל ת.ד 673 א.תעשיה , אכסאל	מוסך דיזל חסן שהואן בע מ	04-6560357
4234	תחנת דלק פז קסרייה , קיסריה	צמיגי כרמל בע מ	04-6266887
4235	המלאכה 14 א.ת. הרכבת , בנימינה-גבעת עדה*	יוסי סעדה שירות לרכב יוסי	050-8284075
4236	ת.ד.216 , אעבלין	גבריס בסאם - מוסך הצומת	04-9500689
4237	בלטימור א.תעשיה , עכו	שאמי לואי אור הצפון	04-9915453
4238	ת.ד. 13   א.תעשיה , חצור הגלילית	קרייבסקי ולדמיר את עפר חלפה מוסך	04-6801058
4239	א.תעשיה ת.ד.314 , עראבה	ע.ח'וטבא  מוסך 2000  בע מ	04-6747092
4240	רח השקדים א.תעשיה , טבריה	כהן אשר מוסך גליל	04-6723170
4241	ת.ד.310 א.תעשיה צפוני , בית שאן	בני משה ביטון ד.א.ש.בע מ	04-6481321
4242	ת.ד'612 אזור תעשיה , יקנעם עילית	בן-דיין חיים אגזוזים ומצננים	04-9590687
4243	רח יהודה לוי א.תעשיה , טבריה	כהן יצחק  מוסך א.א. ימית	04-6721193
4244	ת.ד.3400 א.ת.דרומי , חדרה	מכון רישוי חפר פ.א.בע מ	04-6339416
4245	רחוב פרידלנדר 12 מול אליאנס , חדרה	שעיבי טל מוסך אוטו סירויס	052-8119313
4246	ת.ד.143 - פסוטה , פסוטה	דכואר - נאסיף המקצוען בצמיגים	052-2482385
4247	ת.ד.2428 , סח'נין	וליד מזגנים בע מ	04-6740590
4248	ת.ד.1725 רח הירדן , טבריה	דורון ארז מוסך פרג'	04-6724777
4249	רח' יהודה הלוי 41 , טבריה	מוסך צחי בע מ	04-6712565
4250	ת.ד.9031 א.תעשיה צפון , נהרייה	מרכז שרות הוד נהריה בע מ	04-9829536
4251	ת.ד.752 י.הלוי , טבריה	קריספין יצחק - מכונאות רכב	04-6716582
4252	ת.ד.623 א.תעשיה צפון , קריית שמונה	מטיילי קרית-שמונה בע מ	04-6942098
4253	שדרות אבא חושי , עספיא	מוסך הכרמל אהרון את חסון בע מ	04-8391334
4254	רח' החרושת 15 ת.ד 204 , מעלות-תרשיחא	מוסכי בוטרוס ג'בור בע מ	04-9575222
4255	כביש ראשי ת ד 1402 , יפיע	גאזלין סמיח מוסך יפיע מוטורס	050-6520081
4256	ת.ד.984  דרך אלסהל , כאבול	טאהה חאלד מחמוד	04-9940895
4257	דרך בר יהודה 147 , נשר	רבינוביץ סטניסלב סרוויס קאר	04-8200056
4258	ת.ד.4246 א.תעשיה חדש , צפת	השניים צפת 2000 (1999) בע מ	04-6999823
4259	ת.ד.671 א.תעשיה , פקיעין (בוקייעה)	עבדו רוני - מוסך רוני	04-9574203
4260	ת.ד.1330 כביש ראשי , עספיא	אבו עביד סאלח תיקון תקרים עוספיה	04-8399054
4261	כביש ראשי , דאלית אל-כרמל	חלבי סאלח -עמיד את עדי שרותי רכב	052-3492654
4262	קואפ ג.עליון ת.ד.476 , קריית שמונה	חצב נציגיות ) ק.שמונה(  בע מ	04-8441122
4263	שד ההסתדרות 178 , חיפה	ברהם אחמד - פנצריה	04-8726878
4264	ת.ד.20243 א.תעשיה , חדרה	גורפינקל אלכס	04-6222641
4265	ד.נ.גליל מערבי - מוסך , נהרייה	פנצריית הצפון בוסקילה חיים	04-9827438
4266	ת.ד.10605 השיש 36 , חיפה	ר.עולם הצמיגים בע מ	04-8403760
4267	ת.ד.12015 א.תעשיה בלטימור 5 , עכו	מימון מיזוג אויר לרכב בע מ	04-9917777
4268	הנפח 26 ת.ד.25070 , חיפה	מוסך רון וצמיגי סארי	04-8414743
4269	ת.ד.67 גת הגלילית , גת בגליל	ביבאר רזק - מ.ר מוטורוס	04-9563383
4270	ת.ד.3530 , חדרה	מוסך אפי את בני בע מ	04-6222856
4271	ת.ד.3260 , סח'נין	סייד אחמד באסם - מוסך	050-7219420
4272	ת.ד.25142 בעלי המלאכה 22 , חיפה	מוסך מוניטין בע מ	04-8403023
4273	כביש ראשי ת.ד.30812 , עראבה	חטיב לואי בע ם	052-4468991
4274	ת.ד.216 א.תעשיה , עראבה	שמאלי מוטורס בע מ	04-6746763
4275	ת.ד.2183 רח' בגין 2 , עפולה	שאול רונן מוסך כל אוטו	04-6490121
4276	רחוב השיש 35 , חיפה	נאזם - מואס פחחות המפרץ	054-3928366
4277	כביש ראשי עראבה , עראבה	מוסך משגב האיזורי לפחחות 97 בע מ	04-6743185
4278	ת.ד. 60  א.תעשיה חדש , כפר כנא	עואודה סובחי - מכונאות רכב	04-6418929
4279	ואדי חאמם -תד'26 טבריה , חמאם	אברהים אבו עייד - מוסך	04-6724003
4280	רח' הסדנא  9  ק.ביאליק , קריית ביאליק	אוטוסטראדה ר.מוסכי חיש 2010 בע מ	04-8754074
4281	החרושת 4 ת ד3652 , מעלות-תרשיחא	לחמני אורלי חשמל רכב מעלות	04-9573113
4282	א.תעשיה שפרעם , שפרעם	ליאון פהים - מוסך	04-9504333
4283	ת.ד.20070 א.ת.חדש ציפורי , נצרת	קפיצי נצרת בע מ	04-6456629
4284	ת.ד.5182 א.תעשיה , מעלות-תרשיחא	דאוד האני מוסך הכפר	052-2483527
4285	רח' קהילת ציון 20 , עפולה	עודאטללה אמין - מוסך	04-6596266
4286	ת.ד.436 או ת.ד.29  ת.דלק דור אלון , גשר הזיו	יוסף אבו סמרה-ואאל כריים  צמיגים	04-9520685
4287	ת.ד.38 שער נעמן כביש חיפה , עכו	מרכז הצפון מוטורס בע מ עכו	04-9915203
4288	המלאכה 14 א.תעשיה , עפולה	דראושה חוסאם - מוסך חוסאם	04-6594540
4289	ד.נ.גליל תחתון , אילנייה	שמואלי רפאל ש.מ.א.בע מ	04-6769310
4290	ת.ד.2193 שכ' אלבאסה , באקה אל-גרביה	קעדאן פואז - פחחות רכב	04-6385614
4291	ת.ד.10365 ההסתדרות 215 , חיפה	מוסך ניסים את מוריס בע מ	04-8727509
4292	חת נחום 16 , חיפה	מ.ת.מ.מוטורס בע מ	04-8550550
4293	א.תעשייה דרומי ת ד 1067 , חדרה	מוסך האחים תורגי חדרה בע מ	04-6342451
4294	א.תעשיה , ריינה	ח נ חשמלאות רכב בע מ	04-6561578
4295	ת.ד.10410 ההסתדרות 233 , חיפה	מוסך אראל 4+4 1999 בע מ	04-8414885
4296	יהודה הלוי 42 ת.ד. 68 , טבריה	יוסף זעפרני מוסך זעפרני	04-6792891
4297	ת.ד.595 אזור תעשיה , מכר	עאבד סמיר  מוסך  אחים פראג'	052-6486464
4298	ת.ד.864 כביש ראשי , כפר יאסיף	שהאין עבוד - מוסך הגליל	04-9565315
4299	ת.ד.1379 החרושת 52 , קריית ביאליק	אשקאר גאמל - חשמל רכב	04-8761067
4300	האיצטדיון 21 , חיפה	סיבירצב אלכסנדר מוסך אוריון	04-8490218
4301	א.ת רח' המחצבות ת.ד.9734 , נצרת	סתיתי סעיד מכון 2000 לפרונטים	04-6456991
4302	רח' 5109 בית פרטי , נצרת	שחבארי זיאד - מוסך מכונאות רכב	04-6464648
4303	ת.ד.25545 שלמה בן-יוסף 38 , חיפה	אוטו רויאל בע מ	04-8406340
4304	ת.ד.345 א.תעשיה צפוני , קריית שמונה	נג'אר סאמי ובניו בע מ	04-6905533
4305	רח' אל עמאל 23 בסמת טבעון , בסמת טבעון	נערני חאלד מוסך 2000 - שרותי רכב	052-9836797
4306	א.תעשיה חדש - כפר-כנא , כפר כנא	מוסך חאלד עתאמלה בע מ	04-6564182
4307	א.תעשייה רח המחצבות , נצרת	מוחמד זועבי פנצריה	04-6467774
4308	ת.ד.10030 רח' יקותיאל בהרב , חיפה	ר.ז.מוסכי סליבא בע מ	04-8417796
4309	יוחנן הסנדלר 3 ת ד 25135 , חיפה	קבוצת שגריר שירותי רכב בע מ	04-8400418
4310	ת.ד.283 ירכא , ירכא	מסעד שאהין מוסך ירכא 2000	04-9561436
4311	גוש 17114 חלקה 19 ת.ד.36 , סולם	מוסך כרם פחחות וצבע	050-5649445
4312	ד.נ.גליל מערבי , סער	מוטו טיימנג -שלום גרנר	052-33185932
4313	המלאכה 16 ת.ד.891 , טבריה	כהן יניב - טכנו קאר	04-6724701
4314	א  .  תעשיה , שפרעם	שלח אליאס - צבעות רכב	052-2486771
4315	ד.נ עמקים , גיניגר	מילשטיין יורי מיזוג אויר וחשמל	04-6549192
4316	העבודה 73 א.תעשיה ג , נוף הגליל	א.ר.שטיינר בע מ לפחחות וצבע	04-6000394
4317	צומת גן שומרון -עין שמר תד' 627 , פרדס חנה-כרכור	בונדר הובלות בע מ	04-6377860
4318	שד' ההסתדרות 176 , חיפה	מוסך שיא פוינט בע מ	04-8421017
4319	ת.ד.10119 כביש 79 , נצרת	מוסך אחים עבוד מרצדס בע מ	04-6081501
4320	ת.ד.792 א.תעשיה , עיילבון	פואז מוסא - מוסך	04-6780765
4321	ת.ד.10501 המעפילים 5 , קריית אתא	מוסך נוגה בע מ	04-8400468
4322	אופיר 62 , חיפה	צמיגי דניאל א.מ.בע מ חיפה	04-8660743
4323	רח' השקדים 14 תד'409 , טבריה	פרץ מיכה - מוסך הללויה	04-6717811
4324	ד.נ.גליל עליון , מנרה	מנרה א/ש - מוסך הקיבוץ	04-6908111
4325	ת.ד.784 כביש ראשי חלקה 32 , ירכא	קרית הרכב ירכא מ.ע. בע מ	04-9962278
4326	ת.ד.3406 א.ת.חדש , טמרה	מוסך אלקטרו התאומים טמרה בע מ	04-9949999
4327	ת.ד.1319 כביש ראשי , כפר כנא	מוחמד אמארה צמיגי אל סולטאן	04-6519767
4328	כביש ראשי , עראבה	יאסין וסים - מוסך	04-6743718
4329	דרך אבא חושי 106 תד'1399 , עספיא	מוסך נטלי בע מ	04-8390841
4330	אופיר 28 - חוף שמן , חיפה	מוסך פיין בע מ	04-8627408
4331	ההסתדרות 211 , חיפה	מוסך עמיאל ב.ר. בע מ	04-8421499
4332	רח' החרושת 48ב' ביתן 33 , כרמיאל	א.הנעות בע מ	04-9585555
4333	ת.ד.445   רח'  אבו חושי , עספיא	דרובי איחסאן - חשמל רכב	04-8390296
4334	ת.ד.150 - נוישטטלר , חדרה	ברנס עמוס - פחחות וצבע	04-6344205
4335	א.תעשיה חדש , כפר כנא	ע.מטר ואחיו בע מ	04-6411667
4336	רח' העמלים 5 , חיפה	קוסאשוילי יעקב - מוסך יעקב	04-8490837
4337	ת.ד.6449 היוצרים 22 , כרמיאל	יורו  2016 כרמיאל בע מ	04-9982287
4338	ת.ד.3400 המסגר 10.ת.דרומי , חדרה	יורומוטורס חדרה 2000 בע מ	04-6220610
4339	ת.ד.715 א.תעשיה , כפר כנא	סלמאן עדנאן מוסך מרכז הגליל	04-6418535
4340	יוליוס סימון 49 , חיפה	מיכאל - שרות מלגזות בע מ	04-8422344
4341	ת.ד.1469 א.תעשיה צפוני , סח'נין	גנאים היתם - פרונט סכנין	04-6748199
4342	רח' יהודה הלוי 8 , טבריה	חדר יוסף - מוסך	04-6725291
4343	ת.ד. 1067  אחרי ת.דלק יבור , כאבול	עיאשי עבד אלרחמן  את וסאם חמדוני	04-8202793
4344	ת.ד.2129 א.תעשיה חדש , כפר כנא	פרפקט פרטס בע מ	04-6419451
4345	ת.ד.  6339   רח'  הבזלת 11 , כרמיאל	מרכז שירות גילרם בע מ	04-9583387
4346	בעלי המלאכה 24 , חיפה	ב.ח.שיווק ושרות רכבים בע מ	04-8405888
4347	ת.ד.317 א.תעשיה קורן , מעלות-תרשיחא	אחים תומא  בע מ	04-9572627
4348	ת.ד.562 א.תעשיה , מעלות-תרשיחא	רויאל מוסך וסוכנות בע מ	04-9570320
4349	ת.ד. 135 , נחף	חוסין אחמד - אחים דרויש	04-9885883
4350	בצרי יוסף 40 ת.ד.10577 , קריית אתא	עידן בי סחר בע מ	04-8819222
4351	א.תעשיה ד.נ.נהלל תד'32 , זרזיר	מרכז שרות אמין דיזל בע מ	04-6515552
4352	ת.ד. 18  ברטעה , ברטעה	נור חטיב מוסך נור חטיב	053-8870000
4353	ת.ד.425 , משהד	מרעי מוסך אחים מרעי	04-6517123
4354	ת.ד.2193 ד.נ.גלבוע , תל יוסף	עובדיה יניב רדיאטורים בע מ	04-6532344
4355	ת.ד.1443 , כפר קרע	מסראווה עבד - מכונאות רכב	04-6363580
4356	ת ד 382 - בתוך הכפר , כפר קרע	עיד עאוני מוסך מכונאות רכב	054-6609537
4357	ת.ד.87 כביש ראשי , כפר יאסיף	גנטוס אשרף צמיגי ג'ורג' כפר יסיף	04-9564430
4358	רח' המחצבה , נצרת	עבוד האני - פחחות וצבעות רכב	04-6552212
4359	תדהר 10 , פרדס חנה-כרכור	זיו כרמי צאמפ פאקטורי בע מ	077-3630222
4360	*חלוצי התעשיה 76 , חיפה	יאיר מוזס  מוסך ד ר פיקס	04-8722438
4361	ת.ד.2978   רח' רבין , עפולה	ע.ר.ן מוטורס בע מ	04-6591330
4362	ת.ד.  2053  רח'  החרושת 8 , מעלות-תרשיחא	אברג'יל יוסף - מוסך אמינות	04-9974333
4363	ת.ד.1229 רח' הנפח 1 , כרמיאל	אגד חברה לתחבורה בע מ	04-9988988
4364	גוש 19425 ח' 65 ת.ד. 19128 , דייר חנא	שלאעטה סעיד מוסך אבו עלי	04-6784602
4365	ת.ד.431 א.תעשיה צפוני , חדרה	א.י.המוסך של קובי בע מ חדרה	04-6344362
4366	ת.ד.1012 יוסף הלוי 28 , קריית ביאליק	מוסך סמיר נמורה למשאיות בע מ	04-8743650
4367	ת.ד.604 א.תעשיה צחר , ראש פינה	חצב נציגיות בע מ	04-6800449
4368	א.תעשיה  ת.ד. 50 , חצור הגלילית	מוסך לב הגליל בע מ	04-6931440
4369	ת.ד.22 א.תעשיה חדש , כפר כנא	עואודה מונדר - פחחות רכב	04-6516387
4370	ת.ד.96 , אעבלין	חסנין עטא חסן - אחים חסנין	04-9866988
4371	ת.ד.9461 החרושת 1 , קריית ביאליק	ח.קונפינו יבוא ושיווק 93 בע מ	04-8773062
4372	תחנת סונול עוקף חדרה , חדרה	טייר סנטר רשת צמיגים בע מ	04-6212134
4373	אזור תעשיה מזרחי , עראבה	ש.א.קראקרה    2008  בע מ	04-6741650
4374	תד'675 א.תעשיה , שפרעם	ס.ר. צמיגי שפרעם	04-9502302
4375	דרך בר יהודה 147 , נשר	מוסך תלפיות חיפה בע מ	04-8202890
4376	עראבה כביש ראשי , עראבה	נאסר נזיה - מוסך לב הגליל	04-6742396
4377	רח' האופן 13 ת.ד.6419 , כרמיאל	מוסך האומנים ס.א בע מ	04-9989895
4378	כביש ראשי עראבה , עראבה	מוסך האחים חילו בע מ	04-6741256
4379	ת.ד.439 רח' העיריה , באקה אל-גרביה	דיק עזמי - מוסך עתיד	050-5529303
4380	ת.ד.8549 עצמאות 35 , נהרייה	חזבון יוסף - חשמל רכב נהריה	04-9821070
4381	ת.ד.320 , פסוטה	עאסי עטאללה - מוסך פסוטה	04-9870185
4382	רחק הקורנס 17 , חיפה	פ.נ.אוטו סקאי 2012 בע מ	04-8413984
4383	תד'188 רח' אלוסיה , כפר קרע	עתאמנה מנצור פחחות וצבעות רכב	050-5586775
4384	דרך המחצבות ת ד 2765 , נצרת	פרח איברהים - מכונאות רכב	04-6566604
4385	ת.ד.2888 הגדוד 22 , עכו	רובאעי חסן	04-9550826
4386	ת.ד.233 א.תעשיה , עיילבון	חוראני זיאד	04-6785881
4387	המוסכים 45 ת ד 25390 , חיפה	תעיזי אמוץ  מוסך אמוץ	04-8420514
4388	בית ג'אן שכ' חילים תד' 126 , בית ג'ן	סעד עלי תאופיק - מוסך אל תאופיק	050-5507896
4389	שד' ההסתדרות ת.ד.10650 מפרץ , חיפה	צמיגי איוב רוני בע מ	04-8720711
4390	ת.ד.831 כביש ראשי , כפר יאסיף	קבאני אקרם - חשמל רכב	04-9963746
4391	כביש ראשי ת.ד. 3912 , נחף	סעיד עבדאללה אחמד מוסך הכוכב	052-2619467
4392	ד.נ.עמק הירדן , אפיקים	מוסך רם-עמי בר בע מ	04-6754504
4393	פרינדלר 4 , חדרה	בן שבת דוד מוסך עלית למכונאות	04-6226305
4394	ת ד 291 כניסה ראשית , פסוטה	מוסך חורי עטאללה	04-9873554
4395	רח' המלאכה 12 , בנימינה-גבעת עדה*	בוצוק אליהו - המוסך של אליקו	04-6288829
4396	ת.ד.322 כביש ראשי , מג'ד אל-כרום	מנאע אנואר - מכונאות פחחות וצבע	04-9980937
4397	ת.ד.3306 חאלת אל ראזל , טמרה	חיג'אזי באסם - מוסך באסם	04-9942999
4398	א.תעשיה מבואות גלבוע , תענכ	מוסך אחים אסייג בע מ	04-6499236
4399	רח' הגדוד 22 - מבנה 7 , עכו	חביב בני - מוסך	04-8484095
4400	א.תעשיה  ת.ד.3033 , שלומי	אסדי ק'אסם -    מוסך שלומי	04-9875406
4401	העמל 2 ת ד 19593 , נוף הגליל	בסול עימאד - מוסכי הגליל	04-6011155
4402	דרך פקיעין )ע י הסופר( , ראמה	מאסטר קראג'  ואיל מנסור	04-6284460
4403	קדושי יאסי 1 , חיפה	הוליווד ר. מ. וצמיגי פרויד בע מ	04-8550505
4404	ת.ד.133 א.תעשיה חדש , צפת	מוסך האחים - חליחל חיר ואחמד	04-6821881
4405	ההסתדרות 48 ת.ד.25239 , חיפה	שלמה תחבורה (2007) בע מ	04-8725525
4406	ת.ד .  18902 , דייר חנא	אבו אל חוף מוחמד עאטף	04-764605
4407	קיבוץ בית-השיטה , בית השיטה	גלבוע ג.כ.חב' לפיתוח ת.בע מ	04-6536899
4408	מושב מסד ד.נ.גליל תחתון , מסד	בן חיים איציק בע מ	04-6780915
4409	רח שיח אמין ת ד 122 , בית ג'ן	סעד מעדא  - כלבו לרכב	04-9803351
4410	גוש 17510 חלקה 13 תד' 6372 , נצרת	חכים עאמר - מכונאות וחשמל רכב	04-6552327
4411	הגורן 1 ת.ד.182 , יבנאל	אחים ניסנבוים בע מ	04-6708019
4412	ת.ד.1144 כביש ראשי מג'ד אלכרום , מג'ד אל-כרום	חאלילה סוהיל - מוסך האחים	04-9081830
4413	האיצטדיון 20 קרית-חיים , חיפה	נדם לאון יהודה מיזוג וקירור לרכב	04-8491980
4414	ליד א.תעשיה , באקה אל-גרביה	עויסאת מוחמד מוסך אלמג'ד	04-239910
4415	קהילת ציון 25 , עפולה	מוסך הרצל את ניסים בע מ	04-6401650
4416	שד' ההסתדרות 206 , חיפה	רואה ניר - ד ר סייקל	04-8401402
4417	ת.ד.1063 דיר גרביה , כפר יאסיף	פרח פרח גלס	04-9964564
4418	ת.ד. 7039  א.ת.דרומי , מגדל העמק	נעראני מוחמד - מוסך אחים נעראני	04-6040986
4419	יוחנן הסנדלר 23 ת.ד.25224 , חיפה	מוסך אחמד שלבי 97 בע מ	04-8405599
4420	יוסף לוי 8 , חיפה	רכב מיטל בע מ לפחחות וצבע לרכב	04-8724453
4421	ד.נ.רמת הגולן , עין זיוון	מוסך עין זיוון א/ש	04-6962055
4422	ת.ד' 449 דרך אולמי רמאלה , אום אל-פחם	שרקאוי סאלח - מוסך אחים שרקאוי	050-4393322
4423	ת.ד.2931 המגל 7 , עפולה	א.ב.עפולה בע מ - טיוטה	04-6068660
4424	החרושת 18 ת.ד.1041 , כרמיאל	בן-ארי יורם - נוע תנוע	04-9586993
4425	טובים 3 חוף שמן , חיפה	עאוני מאיר מוסך הצוות מכונאות	050-2078222
4426	האשלג 21 ת ד 25022 , חיפה	ריאד . רכס אלונים בע מ	04-8400050
4427	רח' המלאכה 13 , עפולה	טכנו פרונט 2000 כאסברי עלאא	04-6425871
4428	ת.ד.1080 כאבול   מיקוד 24963 , טמרה	מוסך רכבים ח.מ.א  בע מ	04-9947218
4429	ת.ד.1340 המלאכה 7 , קריית ביאליק	סביון אופנועים בע מ	04-8742597
4430	רח' התעשיה 1 תד'450 , נשר	ג'רוס איהב מוסך אדוארד ג'רוס	04-8210063
4431	ת.ד.2939 רח' שרה מלכין , עפולה	צ.ח.מ.בע מ	04-6523643
4432	כביש ראשי ימינה , עראבה	שלש כאיד - מוסך	04-6745416
4433	שטיין ליאון 6 , חיפה	סופר טסט 2005 בע מ חיפה לפחחות	04-8410023
4434	ת.ד.487 מעליא  25140 , מעלות-תרשיחא	יוסף פראן - פנצרית מעלות	04-9972123
4435	ת.ד.  1857 רח' יהודה לוי  7 , טבריה	עוקבי משה - פנצריה	04-6726356
4436	ת.ד.1349 א.ת. , אעבלין	אדריס איברהים - אחים אדריס	052-3220227
4437	כפר זבידאת . טבעון , בסמת טבעון	צמיגי סלים עלי זועבי	04-9837012
4438	ת.ד.1492 כביש ראשי , כפר כנא	אמארה עלי פנצרית הצפון כ.כנא	04-6519684
4439	העבודה 4 , נוף הגליל	לוסיא גלס בע מ	04-6001110
4440	חלוצי התעשיה 64 , חיפה	מוסך הפחחים בע מ	04-8417554
4441	החרושת א/18 , קריית ביאליק	הנרי.א.משה.ד.מוסך גל	04-8760699
4442	השחמונאים 366 , פרדס חנה-כרכור	אלמקייס מוטי - המוסך של מוטי	04-6274740
4443	ת.ד.1295 רח' 8 , פוריידיס	עבדאללה חליל חאתם פחחות וצבע	04-6396660
4444	ת.ד.   344  א.תעשיה , מעיליא	עיד עיד  מוסך מונפורט	04-9571940
4445	תד' 5226 אזור תעשיה , רכסים	אבו עוביד ריאד מוסך רכסים	04-9849564
4446	ת.ד. 280 עראבה , עראבה	חטיב סעד מוסכי רכב הגליל	04-6747677
4447	התעשיה 15 א.תעשיה , תל חנן	מרכז שירות תל חנן בע מ	04-8200286
4448	דרך אבשלום 1 , זכרון יעקב	תעשיות בית-אל זיכרון יעקב בע מ	04-6299941
4449	חורי 7 , חיפה	לגזיאל מרדכי-מ.לגזיאל שירותי רכב	077-5175600
4450	בקיבוץ שער העמקים , שער העמקים	סעדי אחמד מוסך האומן	04-9533274
4451	כביש ראשית.ד.1133 , בוקעאתא	זהווה סולימאן סאלח צמיגים	04-6984327
